  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029440 99999 201705232320 010   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705232350 010   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240000 010   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   51   38 1010.8 *****  996.4 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240020 020   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240050 020   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240100 030   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   48   37 1011.0 *****  996.5 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240120 020   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240150 020   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240200 030   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   49   36 1010.9 *****  996.5 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240220 030   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240250 020   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240300 020   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   50   37 1010.9 *****  996.5 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240320 030   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240350 050   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   37 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240400 040   5 *** 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   52   38 1011.0 *****  996.7 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240420 060   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   39 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240450 060   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   39 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240500 060   6 *** 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   56   40 1011.1 *****  996.9 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240520 050   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   39 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240550 060   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   39 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240600 030   6 *** 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   59   41 1011.2 *****  997.0  64  47 ***** ***** ***** ***** ** 
029440 99999 201705240620 060   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   39 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240650 030   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   41 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240700 020   8  11 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   62   41 1011.3 *****  997.2 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240720 040   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   41 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240750 070  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   34 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240800 070   9  15 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   64   34 1011.3 *****  997.3 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240820 990  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240850 990  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705240900 040   7  11 722 CLR * * * 25.0 ** ** ** ** 00 ** ** ** *   65   36 1011.4 *****  997.4 *** *** ***** ***** ***** ***** ** 
029440 99999 201705240920 050   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   36 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241000 100   8  15 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   65   33 1011.3 *****  997.3 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241020 160   6  17 *** *** * * * **** ** ** ** ** ** ** ** ** *   64   34 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241050 210   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   34 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241100 060   7  13 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   67   34 1011.1 *****  997.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241120 990   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241150 990   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   34 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241200 010   5 *** 722 CLR * * * 25.0 ** ** ** ** 00 ** ** ** *   68   35 1010.6 *****  996.7 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241220 020   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241250 310   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241300 320   6  11 722 SCT * * * 21.9 ** ** ** ** 00 ** ** ** *   68   35 1010.6 *****  996.7 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241320 260   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   36 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241350 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   34 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241400 280   6  11 722 SCT * * * 25.0 ** ** ** ** 00 ** ** ** *   69   34 1010.4 *****  996.5 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241420 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   36 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241450 990   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   34 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241500 240   5 *** 722 CLR * * * 25.0 ** ** ** ** 00 ** ** ** *   70   34 1010.2 *****  996.3 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241520 330   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   34 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241550 990   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   36 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241600 240   5 *** 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   69   34 1009.9 *****  996.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241620 990   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   70   36 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241650 990   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   34 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241700 200   2 *** 722 CLR * * * 28.1 ** ** ** ** 00 ** ** ** *   68   35 1009.6 *****  995.7 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241720 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   34 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241750 170   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241800 170   2 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   68   38 1009.6 *****  995.7  70  59 ***** ***** ***** ***** ** 
029440 99999 201705241820 160   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241850 200   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   48 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241900 200   8  13 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   64   48 1010.0 *****  996.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705241920 180   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   48 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705241950 230   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   48 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242000 250   5 *** *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   59   45 1010.2 *****  996.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705242020 240   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242050 270   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242100 270   5 *** 125 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   59   39 1010.1 *****  996.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705242120 250   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242150 250   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242200 220   5 *** 150 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   55   40 1010.4 *****  996.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705242220 260   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242250 260   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242300 200   2 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   53   38 1010.4 *****  996.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705242320 260   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705242350 270   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250000 260   6 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   50   38 1010.5 *****  996.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250020 270   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250050 280   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250100 280   7  11 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   49   37 1010.4 *****  996.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250120 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   36 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250150 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   36 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250200 230   2 *** *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   46   37 1010.0 *****  995.5 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250220 210   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   37 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250250 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250300 260   5 *** *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   46   37 1009.9 *****  995.4 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250320 270   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250350 990   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   37 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250400 290   5 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   47   37 1009.6 *****  995.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250420 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   37 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250450 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   37 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250500 300   3 *** *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   49   39 1009.2 *****  994.8 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250520 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   37 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250550 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250600 360   0 ***  70 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   51   38 1009.1 *****  994.7  68  45 ***** ***** ***** ***** ** 
029440 99999 201705250620 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250650 990   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250700 270   5 ***  55 BKN * * * 28.1 ** ** ** ** 00 ** ** ** *   53   40 1009.1 *****  994.8 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250720 260   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250750 990   8 *** 110 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250800 290   6  11 722 SCT * * * 25.0 ** ** ** ** 00 ** ** ** *   57   39 1008.9 *****  994.7 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250820 990  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250850 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250900 290  10  21 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   59   42 1008.7 *****  994.6 *** *** ***** ***** ***** ***** ** 
029440 99999 201705250920 280  13 ***  49 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705250950 990  13 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   43 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251000 280  10  16 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   60   43 1008.5 *****  994.4 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251020 990  11 ***  70 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   43 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251050 990  10 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   41 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251100 280   9  16 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   59   40 1008.1 *****  994.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251120 310  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   41 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251150 990  13 ***  75 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   41 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251200 310  13  18 *** BKN * * * 28.1 ** ** ** ** 00 ** ** ** *   62   40 1007.9 *****  993.9 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251220 300  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251250 990  14 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   37 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251300 290  11  19 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   61   38 1007.9 *****  993.8 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251320 300  14 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251350 290  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   41 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251400 290  15  23 722 SCT * * * 25.0 ** ** ** ** 00 ** ** ** *   60   40 1008.0 *****  993.9 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251420 990  14 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251450 280   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251500 300  14  22 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   59   35 1008.1 *****  994.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251520 310  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   37 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251550 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   37 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251600 300  10  19 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   58   38 1008.1 *****  993.9 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251620 990  13 ***  46 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251650 300  13 ***  44 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251700 290  11  17  46 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   56   40 1008.4 *****  994.2 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251720 290  10 ***  46 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   39 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251750 290  11 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251800 300  10  16  50 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   56   40 1008.6 *****  994.4  62  51 ***** ***** ***** ***** ** 
029440 99999 201705251820 990   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   39 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251850 290  11 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251900 270   9  15  49 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   54   41 1009.0 *****  994.7 *** *** ***** ***** ***** ***** ** 
029440 99999 201705251920 280  10 ***  60 *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705251950 280   9 ***  60 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252000 280   7 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   52   41 1009.4 *****  995.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705252020 270   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252050 260   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252100 270   6 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   49   41 1009.6 *****  995.2 *** *** ***** ***** ***** ***** ** 
029440 99999 201705252120 270   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   41 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252150 270   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252200 280   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   48   41 1010.0 *****  995.5 *** *** ***** ***** ***** ***** ** 
029440 99999 201705252220 270   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252250 250   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252300 250   2 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   45   41 1010.1 *****  995.6 *** *** ***** ***** ***** ***** ** 
029440 99999 201705252320 260   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705252350 220   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260000 230   3 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   44   41 1010.4 *****  995.8 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260020 230   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   43   41 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260050 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   41   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260100 360   0 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   42   40 1010.4 *****  995.8 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260120 220   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   41   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260150 240   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   41   39 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260200 360   0 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   41   40 1010.8 *****  996.1 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260220 230   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   39   37 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260250 250   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   41   41 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260300 240   2 *** *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   43   41 1011.0 *****  996.4 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260320 230   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   43 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260350 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   43 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260400 300   3 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   46   43 1011.5 *****  997.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260420 310   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   43 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260450 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   43 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260500 300   6 ***  80 BKN * * * 28.1 ** ** ** ** 00 ** ** ** *   48   43 1012.1 *****  997.6 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260520 300   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   43 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260550 990   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   43 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260600 310   5 ***  70 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   51   44 1012.6 *****  998.2  56  40 ***** ***** ***** ***** ** 
029440 99999 201705260620 990   5 ***  85 *** * * *  6.2 16 ** ** ** ** ** ** ** *   52   43 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260650 990   3 ***  65 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260700 310   6 ***  60 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   53   44 1013.4 *****  999.0 *** *** ***** ***** ***** ***** ** 
029440 99999 201705260720 320   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260750 350   8 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   41 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029440 99999 201705260800 360   8  13 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   58   41 1013.5 *****  999.3 *** *** ***** ***** ***** ***** ** 
